order_id,customer_id,order_date,channel,device,region,segment,product_category,quantity,gross_revenue,discount_amount,net_revenue,is_new_customer
ORD-100729,CUST-10554,2026-01-04,Organic Search,Desktop,North West,Sensitive Skin,Cleanser,3,76.39,0.0,76.39,True
ORD-100168,CUST-10151,2025-04-07,Google Shopping,Mobile,Scotland,Sensitive Skin,Cleanser,2,61.13,0.0,61.13,False
ORD-100392,CUST-10333,2025-07-16,email,Mobile,Scotland,Hydration & Glow,Serum,2,52.62,5.26,47.36,True
ORD-101002,CUST-10325,2026-05-19,Organic Search,Mobile,South East,Sensitive Skin,Moisturiser,1,32.5,0.0,32.5,False
ORD-100966,CUST-10715,07/05/2026,Meta Ads,Desktop,London,Hydration & Glow,Mask,1,29.57,2.96,26.61,True
ORD-101001,CUST-10035,19/05/2026,affiliate,Desktop,North West,Anti-Ageing,Cleanser,1,46.59,0.0,46.59,False
ORD-100264,CUST-10231,2025-05-15,SEO,Mobile,North West,Hydration & Glow,Cleanser,1,34.34,0.0,34.34,True
ORD-100487,CUST-10398,12/09/2025,Direct,Mobile,South East,Acne & Blemish,SPF,1,23.72,0.0,23.72,True
ORD-100463,CUST-10381,2025-08-29,FB/IG Ads,Mobile,London,Acne & Blemish,Moisturiser,1,23.26,2.33,20.93,True
ORD-100434,CUST-10034,2025-08-12,Organic Search,Mobile,South East,Sensitive Skin,Set/Bundle,2,51.43,0.0,51.43,False
ORD-100195,CUST-10120,2025-04-19,Google Search,Tablet,Scotland,Acne & Blemish,SPF,2,32.43,0.0,32.43,False
ORD-101046,CUST-10088,2026-06-04,Meta_Ads,Desktop,London,Acne & Blemish,Set/Bundle,2,44.26,0.0,44.26,False
ORD-100742,CUST-10473,10/01/2026,Meta Ads,Desktop,South East,Acne & Blemish,Cleanser,1,25.45,0.0,25.45,False
ORD-100869,CUST-10650,2026-03-25,Organic Search,Mobile,North West,Acne & Blemish,SPF,1,20.55,2.06,18.49,True
ORD-100634,CUST-10392,26/11/2025,SEO,Desktop,Other UK,Hydration & Glow,Mask,2,44.68,13.33,31.35,False
ORD-100349,CUST-10299,22/06/2025,Meta Ads,Mobile,South East,Sensitive Skin,Mask,1,40.49,4.05,36.44,True
ORD-100663,CUST-10513,02/12/2025,Organic Search,Desktop,South East,Sensitive Skin,Serum,1,33.89,4.76,29.13,True
ORD-100410,CUST-10296,27/07/2025,Google_Shopping,Desktop,South East,Hydration & Glow,Serum,1,30.83,0.0,30.83,False
ORD-100644,CUST-10263,2025-11-28,Organic Search,Desktop,London,Hydration & Glow,Set/Bundle,3,52.03,12.87,39.16,False
ORD-100336,,2025-06-18,Google Search,Mobile,South East,Sensitive Skin,Serum,1,33.26,0.0,33.26,False
ORD-100274,CUST-10239,19/05/2025,Google_Search,Mobile,Other UK,Anti-Ageing,SPF,1,35.34,0.0,35.34,True
ORD-100872,CUST-10653,2026-03-26,google search,Desktop,London,Hydration & Glow,Mask,3,71.75,7.18,64.57,True
ORD-100214,CUST-10183,2025-04-28,Organic Search,Desktop,North West,Anti-Ageing,Mask,1,57.34,0.0,57.34,False
ORD-101036,CUST-10755,31/05/2026,Google_Search,Desktop,North West,Acne & Blemish,Cleanser,3,46.9,0.0,46.9,True
ORD-100150,CUST-10142,2025-03-29,Email,Desktop,London,Anti-Ageing,Serum,1,32.84,0.0,32.84,True
ORD-101007,CUST-10739,21/05/2026,Organic Search,Mobile,Other UK,Anti-Ageing,Serum,1,41.93,4.19,37.74,True
ORD-100709,CUST-10541,22/12/2025,Organic Search,Mobile,London,Hydration & Glow,Mask,1,32.92,4.79,28.13,True
ORD-100163,CUST-10152,2025-04-05,Google_Search,Desktop,North West,Hydration & Glow,Moisturiser,1,28.12,0.0,28.12,True
ORD-100295,CUST-10119,27/05/2025,Google Shopping,Mobile,London,Sensitive Skin,Cleanser,3,64.53,0.0,64.53,False
ORD-100312,CUST-10266,02/06/2025,Google Shopping,Mobile,Other UK,Acne & Blemish,Set/Bundle,1,29.38,0.0,29.38,True
ORD-101050,CUST-10764,05/06/2026,Organic Search,Mobile,South East,Acne & Blemish,Mask,1,29.78,2.98,26.8,True
ORD-100516,CUST-10418,28/09/2025,Organic Search,Mobile,Other UK,Sensitive Skin,SPF,1,35.98,3.6,32.38,True
ORD-100884,CUST-10481,2026-04-01,Organic Search,Desktop,Other UK,Anti-Ageing,Moisturiser,2,70.5,0.0,70.5,False
ORD-100120,CUST-10116,2025-03-11,Google Search,Desktop,London,Acne & Blemish,Cleanser,1,25.36,0.0,25.36,True
ORD-100871,CUST-10652,2026-03-26,Google Search,Desktop,Scotland,Acne & Blemish,Serum,1,31.55,0.0,31.55,True
ORD-100503,CUST-10410,22/09/2025,Google Search,Mobile,London,Acne & Blemish,Moisturiser,1,25.67,0.0,25.67,True
ORD-100550,CUST-10442,2025-10-15,Email,Desktop,South East,Hydration & Glow,Mask,1,33.44,0.0,33.44,True
ORD-100620,CUST-10486,2025-11-23,Google Search,Tablet,North West,Hydration & Glow,Mask,2,62.22,0.0,62.22,True
ORD-100602,CUST-10476,2025-11-13,Google Search,Mobile,South East,Hydration & Glow,Moisturiser,1,30.3,0.0,30.3,True
ORD-100511,CUST-10415,2025-09-24,Email,Mobile,London,Hydration & Glow,Mask,3,65.82,0.0,65.82,True
ORD-100183,CUST-10169,2025-04-13,Organic Search,Mobile,North West,Acne & Blemish,Moisturiser,3,56.7,0.0,56.7,True
ORD-100725,CUST-10551,2026-01-02,Google_Search,Tablet,South East,Anti-Ageing,Moisturiser,1,45.73,4.57,41.16,True
ORD-100628,CUST-10492,2025-11-25,Organic Search,Mobile,Scotland,Anti-Ageing,Mask,3,78.82,19.53,59.29,True
ORD-100655,CUST-10506,2025-11-30,Direct,Desktop,Other UK,Anti-Ageing,Serum,1,42.92,13.33,29.59,True
ORD-100330,CUST-10213,2025-06-15,Google_Search,Desktop,South East,Hydration & Glow,Moisturiser,2,41.29,0.0,41.29,False
ORD-100097,CUST-10095,2025-02-26,Meta Ads,Desktop,South East,Sensitive Skin,Mask,2,50.11,0.0,50.11,True
ORD-100921,CUST-10432,2026-04-18,Google Search,Desktop,North West,Anti-Ageing,SPF,2,68.03,0.0,68.03,False
ORD-100187,CUST-10173,14/04/2025,Meta Ads,Mobile,North West,Acne & Blemish,Cleanser,2,36.83,0.0,36.83,True
ORD-100311,CUST-10265,2025-06-02,Email,Desktop,Scotland,Acne & Blemish,Set/Bundle,1,29.26,0.0,29.26,True
ORD-101092,CUST-10796,2026-06-24,Meta Ads,Desktop,London,Sensitive Skin,Cleanser,2,63.75,0.0,63.75,True
ORD-100747,CUST-10566,14/01/2026,affiliate,Mobile,Other UK,Anti-Ageing,SPF,1,48.59,0.0,48.59,True
ORD-101055,CUST-10064,2026-06-07,Google Search,Desktop,South East,Acne & Blemish,Serum,1,21.29,0.0,21.29,False
ORD-100060,CUST-10058,2025-02-10,Google Search,Desktop,North West,Hydration & Glow,Moisturiser,2,56.11,0.0,56.11,True
ORD-100513,CUST-10251,25/09/2025,Google Shopping,Mobile,London,Acne & Blemish,Mask,1,27.88,0.0,27.88,False
ORD-100050,CUST-10048,2025-02-04,Direct,Desktop,Other UK,Anti-Ageing,Moisturiser,2,71.13,0.0,71.13,True
ORD-100224,CUST-10201,01/05/2025,Email,Desktop,London,Hydration & Glow,SPF,1,26.02,2.6,23.42,True
ORD-100750,CUST-10567,2026-01-15,Organic_Search,Mobile,London,Sensitive Skin,SPF,2,46.39,0.0,46.39,True
ORD-100456,CUST-10374,2025-08-24,Meta Ads,Desktop,London,Acne & Blemish,SPF,1,26.81,0.0,26.81,True
ORD-100304,CUST-10258,2025-05-31,Email,Desktop,London,Acne & Blemish,SPF,1,23.92,0.0,23.92,True
ORD-100288,CUST-10249,24/05/2025,Google Shopping,Desktop,Scotland,Acne & Blemish,Cleanser,1,29.35,2.94,26.41,True
ORD-101091,CUST-10795,24/06/2026,Google Search,Desktop,Scotland,Anti-Ageing,Cleanser,1,38.46,3.85,34.61,True
ORD-100590,CUST-10469,07/11/2025,Google Search,Desktop,Scotland,Hydration & Glow,Moisturiser,1,33.53,0.0,33.53,True
ORD-100799,CUST-10601,2026-02-18,SEO,Mobile,South East,Acne & Blemish,Serum,1,21.42,0.0,21.42,True
ORD-100837,CUST-10584,2026-03-11,Email,Desktop,Other UK,Anti-Ageing,Serum,1,37.6,3.76,33.84,False
ORD-101046,CUST-10088,2026-06-04,Meta_Ads,Desktop,London,Acne & Blemish,Set/Bundle,2,44.26,0.0,44.26,False
ORD-100544,CUST-10121,2025-10-11,(direct),Mobile,London,Anti-Ageing,Cleanser,1,47.46,0.0,47.46,False
ORD-100009,CUST-10009,06/01/2025,DIRECT,Desktop,Other UK,Hydration & Glow,Serum,1,28.95,0.0,28.95,True
ORD-100109,CUST-10035,2025-03-06,meta ads,Mobile,North West,Anti-Ageing,Moisturiser,1,53.13,0.0,53.13,False
ORD-100579,CUST-10460,02/11/2025,GOOGLE SEARCH,Desktop,North West,Anti-Ageing  ,Serum,1,41.21,4.12,37.09,True
ORD-100808,CUST-10606,2026-02-24,FB/IG Ads,Mobile,South East,Hydration & Glow,Moisturiser,1,34.72,0.0,34.72,True
ORD-100622,CUST-10348,23/11/2025,Affiliate,Desktop,Scotland,Hydration & Glow,Moisturiser,1,30.14,3.01,27.13,False
ORD-100881,CUST-10660,2026-03-30,Affiliate,Mobile,Scotland,Acne & Blemish,Serum,1,27.13,0.0,27.13,True
ORD-100792,CUST-10596,2026-02-14,Google Search,Mobile,London,Sensitive Skin,Serum,3,73.08,7.31,65.77,True
ORD-100687,CUST-10070,2025-12-12,Organic Search,Desktop,London,Hydration & Glow,Moisturiser,1,27.51,3.1,24.41,False
ORD-100697,CUST-10532,2025-12-15,meta ads,Desktop,North West,Hydration & Glow,SPF,1,32.15,4.58,27.57,True
ORD-100633,CUST-10495,2025-11-26,Organic Search,Tablet,South East,Acne & Blemish,Mask,1,26.52,6.93,19.59,True
ORD-100841,CUST-10630,13/03/2026,Google Search,Mobile,South East,Hydration & Glow,Moisturiser,1,28.6,0.0,28.6,True
ORD-100964,CUST-10714,2026-05-06,Meta Ads,Desktop,London,Sensitive Skin,Serum,2,49.55,0.0,49.55,True
ORD-100957,CUST-10709,2026-05-04,Email,Desktop,Other UK,Acne & Blemish,Set/Bundle,2,41.3,0.0,41.3,True
ORD-100408,CUST-10343,2025-07-27,meta ads,Mobile,South East,Acne & Blemish,Serum,1,26.38,0.0,26.38,True
ORD-100259,CUST-10085,2025-05-14,Google Shopping,Mobile,London,Anti-Ageing,SPF,2,81.12,8.11,73.01,False
ORD-100469,CUST-10122,2025-09-01,Meta Ads,Mobile,Scotland,Anti-Ageing,Serum,1,36.12,0.0,36.12,False
ORD-100006,CUST-10006,04/01/2025,Organic Search,Tablet,London,Hydration & Glow,SPF,2,44.92,0.0,44.92,True
ORD-100980,CUST-10724,2026-05-13,Organic Search,Desktop,South East,Acne & Blemish,Moisturiser,2,40.74,0.0,40.74,True
ORD-100026,CUST-10026,2025-01-12,Organic Search,Desktop,Scotland,Acne & Blemish,Moisturiser,2,46.7,4.67,42.03,True
ORD-100800,CUST-10602,18/02/2026,Organic Search,Mobile,London,Anti-Ageing,Serum,1,37.71,0.0,37.71,True
ORD-100321,CUST-10274,2025-06-09,Email,Desktop,South East,Sensitive Skin,Moisturiser,1,33.4,3.34,30.06,True
ORD-100594,CUST-10471,2025-11-10,SEO,Desktop,London,Hydration & Glow,Moisturiser,1,28.28,2.83,25.45,True
ORD-100376,CUST-10320,05/07/2025,Organic Search,Mobile,North West,Sensitive Skin,Cleanser,2,53.64,5.36,48.28,True
ORD-100016,CUST-10016,09/01/2025,Direct,Tablet,North West,Acne & Blemish,Mask,1,25.69,0.0,25.69,True
ORD-100652,CUST-10140,30/11/2025,GOOGLE SEARCH,Mobile,South East,Hydration & Glow,Serum,3,62.44,17.82,44.62,False
ORD-101065,,2026-06-11,email,Mobile,South East,Anti-Ageing,Serum,1,44.64,0.0,44.64,True
ORD-100220,CUST-10197,2025-04-30,Organic Search,Desktop,London,Sensitive Skin,Cleanser,1,32.86,0.0,32.86,True
ORD-100976,CUST-10628,12/05/2026,Google_Shopping,Mobile,London,Anti-Ageing,Set/Bundle,1,36.47,0.0,36.47,False
ORD-100557,CUST-10211,19/10/2025,Email,Mobile,South East,Anti-Ageing,Serum,3,91.54,0.0,91.54,False
ORD-100864,CUST-10329,24/03/2026,Google Search,Desktop,London,Hydration & Glow,SPF,1,27.03,0.0,27.03,False
ORD-100681,CUST-10475,08/12/2025,EMAIL,Mobile,Other UK,Hydration & Glow,Moisturiser,2,34.16,6.8,27.36,False
ORD-100767,CUST-10337,02/02/2026,Google  Search,Tablet,North West,Sensitive Skin,Moisturiser,1,26.28,0.0,26.28,False
ORD-101080,CUST-10785,2026-06-19,email,Tablet,South East,Anti-Ageing,Moisturiser,1,39.6,0.0,39.6,True
ORD-100823,CUST-10618,2026-03-05,Google Search,Desktop,Other UK,Hydration & Glow,Mask,3,73.92,0.0,73.92,True
ORD-100833,CUST-10624,2026-03-10,SEO,Mobile,Other UK,Acne & Blemish,Mask,1,23.7,2.37,21.33,True
ORD-100752,CUST-10314,2026-01-17,Google Search,Desktop,Scotland,Hydration & Glow,Moisturiser,1,32.52,0.0,32.52,False
ORD-100402,CUST-10339,2025-07-22,SEO,Mobile,Scotland,Anti-Ageing,Moisturiser,2,71.46,7.15,64.31,True
ORD-100541,CUST-10436,2025-10-10,email,Mobile,Other UK,Anti-Ageing,Serum,1,36.01,0.0,36.01,True
ORD-100002,CUST-10002,2025-01-02,Email,Mobile,South East,Acne & Blemish,SPF,1,27.37,0.0,27.37,True
ORD-101050,CUST-10764,05/06/2026,Organic Search,Mobile,South East,Acne & Blemish,Mask,1,29.78,2.98,26.8,True
ORD-100672,CUST-10214,2025-12-04,Organic Search,Mobile,London,Hydration & Glow,Mask,1,30.37,5.49,24.88,False
ORD-100161,CUST-10041,2025-04-04,Google Search,Mobile,Other UK,Acne & Blemish,Mask,1,27.2,0.0,27.2,False
ORD-100064,CUST-10062,2025-02-12,Google Shopping,Desktop,Other UK,Anti-Ageing,Cleanser,1,35.52,0.0,35.52,True
ORD-101051,CUST-10765,2026-06-05,Organic Search,Mobile,Scotland,Hydration & Glow,Serum,1,31.3,0.0,31.3,True
ORD-100353,CUST-10145,2025-06-23,Email,Desktop,Scotland,Sensitive Skin,Moisturiser,1,37.31,0.0,37.31,False
ORD-100437,CUST-10047,2025-08-14,Organic Search,Mobile,South East,Anti-Ageing,Moisturiser,1,46.25,0.0,46.25,False
ORD-100034,CUST-10033,2025-01-24,Email,Desktop,Other UK,Sensitive Skin,Cleanser,1,35.97,0.0,35.97,True
ORD-100189,CUST-10175,2025-04-15,Meta Ads,Mobile,London,Acne & Blemish,SPF,2,45.37,0.0,45.37,True
ORD-101028,CUST-10521,29/05/2026,Google Shopping,Desktop,Other UK,Anti-Ageing,Cleanser,1,40.33,0.0,40.33,False
ORD-100657,CUST-10508,2025-12-01,Direct,Mobile,North West,Hydration & Glow,Moisturiser,1,36.86,6.32,30.54,True
ORD-101063,CUST-10185,10/06/2026,Affiliate,Mobile,Scotland,Anti-Ageing,Serum,1,42.05,0.0,42.05,False
ORD-100671,CUST-10519,2025-12-04,Facebook/Instagram Ads,Mobile,Other UK,Hydration & Glow,SPF,2,53.7,9.59,44.11,True
ORD-100626,CUST-10490,2025-11-25,Google Shopping,Tablet,London,Anti-Ageing,Mask,1,40.33,10.5,29.83,True
ORD-100593,CUST-10253,2025-11-10,Google Search,Tablet,South East,Hydration & Glow,Cleanser,2,49.98,0.0,49.98,False
ORD-100072,CUST-10070,15/02/2025,Google Search,Desktop,London,Hydration & Glow,Mask,1,34.6,3.46,31.14,True
ORD-100315,CUST-10269,04/06/2025,Direct,Mobile,Other UK,Acne & Blemish,Set/Bundle,1,30.3,0.0,30.3,True
ORD-100466,CUST-10384,29/08/2025,Meta Ads,Desktop,Other UK,Acne & Blemish,Serum,2,46.64,0.0,46.64,True
ORD-100501,CUST-10408,2025-09-21,Meta Ads,Mobile,London,Anti-Ageing,Moisturiser,3,90.37,0.0,90.37,True
ORD-101032,CUST-10751,2026-05-30,Organic Search,Desktop,Scotland,Sensitive Skin  ,SPF,1,44.0,0.0,44.0,True
ORD-100645,CUST-10499,29/11/2025,Google  Search,Desktop,London,Acne & Blemish,SPF,1,25.94,7.3,18.64,True
ORD-100786,CUST-10058,2026-02-12,Direct,Desktop,North West,Hydration & Glow,Mask,3,74.49,0.0,74.49,False
ORD-100028,CUST-10028,2025-01-14,Google Search,Mobile,North West,Anti-Ageing,Cleanser,1,36.29,0.0,36.29,True
ORD-100273,CUST-10238,19/05/2025,Affiliate ,Mobile,South East,Acne & Blemish,SPF,1,27.5,0.0,27.5,True
ORD-100229,CUST-10206,01/05/2025,Organic Search,Desktop,London,Hydration & Glow,Moisturiser,1,27.38,0.0,27.38,True
ORD-100535,CUST-10433,2025-10-09,Organic Search,Desktop,South East,Hydration & Glow,Moisturiser,2,49.1,0.0,49.1,True
ORD-100581,CUST-10462,2025-11-03,EMAIL,Tablet,London,Sensitive Skin,Cleanser,1,29.02,0.0,29.02,True
ORD-100776,CUST-10586,06/02/2026,Email,Mobile,Other UK,Acne & Blemish,SPF,1,26.3,0.0,26.3,True
ORD-100784,CUST-10592,2026-02-11,Organic Search,Tablet,Scotland,Acne & Blemish,Cleanser,2,41.08,0.0,41.08,True
ORD-100940,CUST-10695,2026-04-25,Google Shopping,Tablet,London,Acne & Blemish,SPF,2,31.54,0.0,31.54,True
ORD-100241,CUST-10215,06/05/2025,Direct,Tablet,South East,Acne & Blemish,Cleanser,1,26.86,2.69,24.17,True
ORD-100351,CUST-10122,2025-06-23,GOOGLE SHOPPING,Desktop,Scotland,Anti-Ageing,Moisturiser,1,41.44,0.0,41.44,False
ORD-100299,CUST-10255,28/05/2025,Google Shopping,Desktop,North West,Acne & Blemish,Cleanser,1,22.63,0.0,22.63,True
ORD-100831,CUST-10018,2026-03-10,Google  Search,Mobile,North West,Anti-Ageing,Cleanser,2,64.04,0.0,64.04,False
ORD-100623,CUST-10488,2025-11-24,meta ads,Tablet,London,Anti-Ageing,Mask,1,48.64,14.43,34.21,True
ORD-100339,CUST-10289,2025-06-18,Direct,Tablet,Scotland,Acne & Blemish,Serum,2,36.7,3.67,33.03,True
ORD-100914,CUST-10680,2026-04-16,Meta Ads,Mobile,London,Hydration & Glow,Serum,3,65.04,0.0,65.04,True
ORD-100953,CUST-10089,2026-05-03,Organic Search,Mobile,London,Sensitive Skin,Cleanser,1,35.37,0.0,35.37,False
ORD-100961,CUST-10447,2026-05-05,SEO,Mobile,North West,Anti-Ageing  ,Set/Bundle,2,70.29,0.0,70.29,False
ORD-100212,CUST-10193,2025-04-27,Email,Mobile,Scotland,Anti-Ageing,Moisturiser,1,45.87,0.0,45.87,True
ORD-100500,CUST-10004,2025-09-20,Organic Search,Mobile,London,Acne & Blemish,Mask,1,23.34,0.0,23.34,False
ORD-100568,CUST-10452,2025-10-29,Direct,Desktop,South East,Hydration & Glow,Moisturiser,1,31.7,0.0,31.7,True
ORD-100497,CUST-10406,2025-09-16,Direct,Mobile,Scotland,Hydration & Glow,SPF,1,31.87,3.19,28.68,True
ORD-101042,CUST-10760,2026-06-02,Meta_Ads,Desktop,South East,Acne & Blemish,Mask,3,42.06,0.0,42.06,True
ORD-100235,CUST-10211,2025-05-03,organic search,Desktop,South East,Anti-Ageing,SPF,1,41.15,0.0,41.15,True
ORD-100698,CUST-10533,15/12/2025,Affiliate,Desktop,North West,Acne & Blemish,Mask,1,27.78,3.32,24.46,True
ORD-100522,CUST-10423,01/10/2025,Meta_Ads,Tablet,London,Sensitive Skin,Serum,1,37.41,0.0,37.41,True
ORD-100764,CUST-10411,2026-01-30,Google Search,Mobile,South East,Anti-Ageing,Moisturiser,2,64.96,0.0,64.96,False
ORD-100939,CUST-10694,2026-04-25,Email,Desktop,South East,Acne & Blemish,Cleanser,1,28.58,2.86,25.72,True
ORD-100444,CUST-10366,2025-08-17,Email,Desktop,London,Sensitive Skin,Moisturiser,3,74.17,0.0,74.17,True
ORD-100870,CUST-10651,2026-03-25,EMAIL,Mobile,South East,Hydration & Glow,Moisturiser,1,33.27,0.0,33.27,True
ORD-100502,CUST-10409,22/09/2025,Google Search,Desktop,North West,Acne & Blemish,Cleanser,1,26.88,0.0,26.88,True
ORD-100228,CUST-10205,2025-05-01,Google Search,Mobile,Scotland,Sensitive Skin,Cleanser,2,52.22,0.0,52.22,True
ORD-101035,CUST-10754,31/05/2026,Google Shopping,Desktop,Scotland,Acne & Blemish,SPF,1,34.54,0.0,34.54,True
ORD-100891,CUST-10666,2026-04-04,Google Search,Mobile,Other UK,Hydration & Glow,Mask,1,31.3,0.0,31.3,True
ORD-100773,CUST-10583,2026-02-05,AFFILIATE,Mobile,South East,Hydration & Glow,Mask,1,28.74,2.87,25.87,True
ORD-100956,CUST-10708,04/05/2026,Organic Search,Mobile,London,Anti-Ageing,Moisturiser,1,41.77,0.0,41.77,True
ORD-101004,CUST-10729,2026-05-20,Google Search,Desktop,North West,Hydration & Glow,Moisturiser,1,36.41,0.0,36.41,False
ORD-100085,CUST-10083,21/02/2025,meta ads,Mobile,North West,Acne & Blemish,SPF,1,27.1,0.0,27.1,True
ORD-100669,CUST-10517,2025-12-04,google shopping,Desktop,North West,Hydration & Glow,Cleanser,1,29.29,5.0,24.29,True
ORD-100159,CUST-10150,2025-04-03,Google_Shopping,Mobile,Other UK,Hydration & Glow  ,Mask,1,23.41,0.0,23.41,True
ORD-100314,CUST-10268,04/06/2025,Email,Desktop,Scotland,Sensitive Skin,Cleanser,1,38.92,0.0,38.92,True
ORD-101077,CUST-10782,2026-06-17,Google_Shopping,Desktop,South East,Hydration & Glow,Serum,2,36.18,0.0,36.18,True
ORD-100371,CUST-10315,04/07/2025,Google Search,Desktop,South East,Acne & Blemish,Moisturiser,1,19.51,0.0,19.51,True
ORD-100705,CUST-10539,2025-12-19,Meta Ads,Desktop,Other UK,Hydration & Glow,Serum,1,30.81,3.6,27.21,True
ORD-100316,CUST-10270,05/06/2025,Google Search,Mobile,Other UK,Anti-Ageing,Moisturiser,2,59.19,5.92,53.27,True
ORD-100782,CUST-10590,2026-02-10,Meta Ads,Desktop,North West,Anti-Ageing,Serum,2,68.21,0.0,68.21,True
ORD-100715,CUST-10543,2025-12-25,Organic Search,Tablet,North West,Acne & Blemish,Mask,2,34.32,3.43,30.89,True
ORD-100754,CUST-10569,2026-01-19,Organic Search,Desktop,London,Anti-Ageing,Moisturiser,1,42.2,4.22,37.98,True
ORD-100403,CUST-10188,2025-07-22,Email,Mobile,South East,Anti-Ageing,Serum,1,34.66,0.0,34.66,False
ORD-101067,CUST-10776,2026-06-13,Direct,Mobile,Scotland,Anti-Ageing,Serum,2,63.94,0.0,63.94,True
ORD-100906,CUST-10677,2026-04-13,Google_Shopping,Desktop,London,Acne & Blemish,SPF,1,30.03,3.0,27.03,True
ORD-100343,CUST-10293,2025-06-20,Google Shopping,Mobile,Scotland,Hydration & Glow,Moisturiser,1,31.77,0.0,31.77,True
ORD-100123,CUST-10119,2025-03-14,Google Search,Tablet,London,Sensitive Skin,Cleanser,1,28.52,2.85,25.67,True
ORD-100192,CUST-10178,2025-04-15,direct,Mobile,South East,Hydration & Glow,Serum,1,28.07,0.0,28.07,True
ORD-100474,CUST-10349,05/09/2025,Email,Desktop,London,Hydration & Glow,SPF,1,34.9,3.49,31.41,False
ORD-100920,CUST-10684,18/04/2026,Meta Ads,Desktop,South East,Hydration & Glow,SPF,1,31.99,3.2,28.79,True
ORD-101031,CUST-10029,2026-05-30,Google Shopping,Tablet,London,Acne & Blemish,Cleanser,3,48.31,0.0,48.31,False
ORD-100359,CUST-10305,2025-06-27,SEO,Mobile,Other UK,Acne & Blemish,SPF,2,43.66,0.0,43.66,True
ORD-100813,CUST-10610,2026-02-27,Organic Search,Mobile,London,Anti-Ageing,Moisturiser,2,60.11,0.0,60.11,True
ORD-100806,CUST-10590,2026-02-24,Google Search,Tablet,North West,Anti-Ageing,Serum,2,71.08,0.0,71.08,False
ORD-100863,CUST-10646,2026-03-24,Affiliate,Mobile,North West,Acne & Blemish,SPF,2,39.66,0.0,39.66,True
ORD-100165,CUST-10152,2025-04-05,Organic_Search,Mobile,North West,Hydration & Glow,Mask,2,43.96,0.0,43.96,False
ORD-100640,CUST-10498,2025-11-28,EMAIL,Desktop,London,Hydration & Glow,Mask,3,59.05,12.22,46.83,True
ORD-100812,CUST-10609,2026-02-27,Organic Search,Mobile,London,Sensitive Skin,Mask,1,30.71,0.0,30.71,True
ORD-100096,CUST-10094,2025-02-26,Google Search,Mobile,Other UK,Acne & Blemish,Cleanser,1,23.34,0.0,23.34,True
ORD-100821,CUST-10616,2026-03-04,Facebook/Instagram Ads,Mobile,London,Anti-Ageing,Serum,1,35.94,0.0,35.94,True
ORD-101070,CUST-10779,2026-06-13,Google Search,Desktop,London,Sensitive Skin  ,Cleanser,2,50.58,0.0,50.58,True
ORD-100678,CUST-10371,2025-12-07,Google Search,Desktop,London,Hydration & Glow,Mask,1,31.19,6.07,25.12,False
ORD-100616,CUST-10328,2025-11-19,GOOGLE SEARCH,Mobile,North West,Sensitive Skin,Cleanser,1,34.58,3.46,31.12,False
ORD-100136,CUST-10130,21/03/2025,Google Search,Desktop,London,Anti-Ageing,Cleanser,1,49.71,0.0,49.71,True
ORD-100985,CUST-10727,15/05/2026,FB/IG Ads,Mobile,North West,Hydration & Glow,Mask,2,51.98,0.0,51.98,True
ORD-100374,CUST-10318,04/07/2025,Direct,Desktop,South East,Sensitive Skin,Moisturiser,1,32.43,0.0,32.43,True
ORD-100551,CUST-10201,16/10/2025,Direct,Desktop,London,Hydration & Glow,Mask,2,46.07,0.0,46.07,False
ORD-100261,CUST-10228,2025-05-14,Organic Search,Tablet,Other UK,Anti-Ageing,Moisturiser,2,75.91,0.0,75.91,True
ORD-100396,CUST-10241,17/07/2025,Google Shopping,Mobile,North West,Hydration & Glow,Moisturiser,1,27.72,2.77,24.95,False
ORD-100689,CUST-10526,2025-12-12,Google Search,Mobile,South East,Hydration & Glow,Cleanser,3,59.74,7.02,52.72,True
ORD-100874,CUST-10654,2026-03-26,Google Shopping,Mobile,South East,Sensitive Skin,Moisturiser,3,79.24,0.0,79.24,True
ORD-100665,CUST-10372,03/12/2025,Google  Search,Desktop,North West,Anti-Ageing,SPF,1,33.56,4.67,28.89,False
ORD-101041,CUST-10759,2026-06-02,Google Search,Mobile,London,Acne & Blemish,Cleanser,1,27.44,0.0,27.44,True
ORD-100993,CUST-10734,17/05/2026,(direct),Desktop,South East,Acne & Blemish,Set/Bundle,1,27.29,0.0,27.29,True
ORD-100853,CUST-10640,2026-03-20,Google Shopping,Mobile,South East,Sensitive Skin,Cleanser,1,39.45,0.0,39.45,True
ORD-100909,CUST-10393,2026-04-15,Meta Ads,Mobile,South East,Acne & Blemish,Moisturiser,1,26.88,0.0,26.88,False
ORD-100139,,2025-03-22,Meta Ads,Mobile,South East,Hydration & Glow,Moisturiser,1,29.36,0.0,29.36,False
ORD-100191,CUST-10177,2025-04-15,Email,Mobile,Other UK,Sensitive Skin,SPF,1,34.85,0.0,34.85,True
ORD-100421,CUST-10349,2025-08-03,SEO,Mobile,London,Hydration & Glow,Mask,1,33.6,0.0,33.6,True
ORD-100494,CUST-10404,2025-09-15,Meta Ads,Mobile,London,Hydration & Glow,Cleanser,1,31.11,0.0,31.11,True
ORD-100979,CUST-10723,2026-05-13,Affiliate,Mobile,South East,Hydration & Glow,Moisturiser,2,47.4,0.0,47.4,True
