date,channel,device,sessions,add_to_cart,begin_checkout,purchases
2026-05-22,Google Search,Desktop,6,1,1,1
2025-05-24,Affiliate,Tablet,1,1,0,0
2025-02-26,Google Shopping,Desktop,2,0,0,0
2025-09-29,Google Search,Tablet,2,1,1,0
2026-01-19,Google Shopping,Tablet,0,0,0,0
2025-01-30,organic search,Tablet,0,0,0,0
2025-08-27,Email,Mobile,2,0,0,0
2025-05-31,Email,Desktop,2,2,1,1
2025-04-24,SEO,Desktop,1,1,1,0
2025-10-22,Meta Ads,Mobile,14,1,1,1
2025-10-07,Organic Search,Desktop,4,0,0,0
2025-11-18,Google Search,Desktop,7,2,1,0
2026-04-28,Email,Mobile,4,0,0,0
2026-06-29,Organic Search,Desktop,2,0,0,0
2025-07-09,Email,Desktop,3,0,0,0
2025-08-12,Google_Search,Desktop,6,1,1,0
2025-01-04,google shopping,Mobile,5,1,1,1
2025-12-09,direct,Mobile,1,1,1,0
2025-07-25,Email,Tablet,0,0,0,0
2026-04-14,(direct),Desktop,3,0,0,0
2026-03-26,Meta Ads,Desktop,10,0,0,0
2026-05-27,Google Search,Mobile,13,2,1,1
2025-12-12,Google_Shopping,Mobile,5,1,1,0
2025-12-09,Google Shopping,Mobile,7,3,2,0
2025-01-20,Email,Mobile,0,0,0,0
2025-02-26,Direct,Mobile,2,0,0,0
2026-03-25,Google Shopping,Tablet,1,0,0,0
2025-12-05,Meta Ads,Tablet,1,0,0,0
2025-02-01,Google Search,Desktop,7,0,0,0
2025-09-08,Google Shopping,Tablet,0,0,0,0
2025-06-09,Meta Ads,Desktop,7,0,0,0
2026-05-22,Affiliate,Mobile,1,0,0,0
2025-04-12,GOOGLE SHOPPING,Tablet,0,0,0,0
2025-08-21,Direct,Mobile,3,0,0,0
2025-11-18,Meta Ads,Mobile,12,0,0,0
2025-09-01,Meta Ads,Tablet,1,0,0,0
2025-01-13,Affiliate,Tablet,0,0,0,0
2025-10-13,Google Search,Desktop,7,0,0,0
2026-01-04,Direct,Desktop,3,0,0,0
2026-01-11,email,Tablet,0,0,0,0
2026-05-26,Organic Search,Mobile,7,1,0,0
2026-05-01,Google Search,Desktop,7,0,0,0
2025-11-03,Organic Search,Tablet,2,0,0,0
2025-02-19,Affiliate,Tablet,0,0,0,0
2025-01-27,Affiliate,Desktop,0,0,0,0
2025-05-04,Google Shopping,Desktop,0,0,0,0
2025-12-22,organic search,Tablet,2,1,1,0
2025-08-15,Organic Search,Desktop,4,2,1,0
2025-11-17,DIRECT,Tablet,1,0,0,0
2026-02-25,Google Search,Tablet,1,0,0,0
2025-02-03,Meta Ads,Desktop,2,1,1,1
2026-06-07,Email,Desktop,1,1,1,1
2025-10-14,Organic Search,Mobile,5,0,0,0
2026-05-04,direct,Tablet,0,0,0,0
2025-09-06,FB/IG Ads,Tablet,1,0,0,0
2025-12-08,Email Marketing,Desktop,3,0,0,0
2025-06-13,GOOGLE SHOPPING,Tablet,1,0,0,0
2026-03-23,Google_Shopping,Desktop,7,0,0,0
2025-09-28,Google  Search,Desktop,4,0,0,0
2025-01-23,EMAIL,Mobile,3,0,0,0
2025-05-22,GOOGLE SHOPPING,Desktop,2,0,0,0
2025-08-06,Organic Search,Tablet,0,0,0,0
2026-02-04,Email Marketing,Mobile,6,0,0,0
2025-04-29,affiliate,Desktop,0,0,0,0
2025-12-28,Google Shopping,Desktop,2,0,0,0
2025-08-14,Google Shopping,Mobile,8,0,0,0
2026-01-05,Direct,Mobile,3,2,1,0
2026-02-03,Affiliate,Desktop,4,1,1,1
2025-05-11,Google Shopping,Tablet,2,1,1,1
2025-08-31,Google Shopping,Desktop,2,0,0,0
2025-07-24,Google Search,Desktop,2,0,0,0
2025-02-13,Google  Search,Tablet,0,0,0,0
2025-05-25,Meta Ads,Mobile,23,2,0,0
2026-01-16,Affiliate ,Mobile,1,0,0,0
2025-04-21,Google Search,Tablet,2,0,0,0
2025-04-02,EMAIL,Tablet,0,0,0,0
2025-10-02,Organic Search,Mobile,8,1,0,0
2025-02-26,Organic Search,Mobile,6,0,0,0
2025-10-22,Affiliate,Tablet,0,0,0,0
2025-01-07,Direct,Mobile,0,0,0,0
2026-05-24,Google Shopping,Mobile,1,0,0,0
2026-04-20,GOOGLE SEARCH,Desktop,3,0,0,0
2025-06-01,Google Search,Tablet,1,0,0,0
2025-03-09,FB/IG Ads,Tablet,4,0,0,0
2025-01-10,Google Shopping,Mobile,4,0,0,0
2025-03-11,SEO,Mobile,6,0,0,0
2026-05-02,Google Search,Tablet,2,0,0,0
2025-11-27,Google Search,Desktop,15,1,0,0
2025-12-10,Organic Search,Desktop,5,0,0,0
2025-04-16,Meta Ads,Tablet,1,0,0,0
2026-03-05,Meta Ads,Mobile,13,0,0,0
2025-07-06,Direct,Mobile,6,0,0,0
2025-02-14,Google Search,Mobile,10,3,3,2
2025-09-26,Email,Desktop,1,0,0,0
2026-02-02,EMAIL,Desktop,2,0,0,0
2025-10-27,Google Search,Mobile,6,0,0,0
2025-01-16,Organic Search,Desktop,1,0,0,0
2025-12-29,Affiliate ,Mobile,2,1,1,0
2026-02-28,Affiliate,Desktop,4,0,0,0
2025-09-12,Google Shopping,Desktop,4,0,0,0
2025-05-23,Affiliate,Desktop,1,0,0,0
2025-09-25,Direct,Desktop,2,0,0,0
2025-06-29,Direct,Desktop,1,0,0,0
2025-10-28,Google Search,Mobile,5,0,0,0
2025-11-25,Meta Ads,Mobile,36,0,0,0
2025-05-08,Direct,Tablet,0,0,0,0
2025-02-19,Google Shopping,Mobile,5,0,0,0
2026-03-26,Google Shopping,Desktop,4,0,0,0
2026-06-22,Facebook/Instagram Ads,Mobile,26,0,0,0
2025-09-21,Email,Tablet,1,0,0,0
2025-07-23,Affiliate,Desktop,2,0,0,0
2025-07-28,Meta Ads,Tablet,0,0,0,0
2025-02-07,Affiliate,Tablet,0,0,0,0
2025-03-27,Meta_Ads,Desktop,5,0,0,0
2026-05-13,google shopping,Mobile,9,2,2,1
2025-01-20,Meta Ads,Mobile,9,0,0,0
2026-02-11,Direct,Desktop,1,0,0,0
2025-06-17,Organic Search,Mobile,6,0,0,0
2025-02-10,Google Search,Tablet,0,0,0,0
2025-03-07,Organic Search,Desktop,4,0,0,0
2026-03-30,Google Shopping,Mobile,5,0,0,0
2025-10-18,Affiliate,Desktop,0,0,0,0
2025-10-23,Meta Ads,Desktop,8,0,0,0
2025-07-10,DIRECT,Mobile,3,0,0,0
2026-05-31,Email,Desktop,6,1,0,0
2026-02-08,Google Search,Tablet,1,0,0,0
2025-02-11,Affiliate,Tablet,0,0,0,0
2026-03-10,Direct,Desktop,3,0,0,0
2025-04-29,Email,Tablet,0,0,0,0
2025-10-03,Email,Desktop,4,0,0,0
2026-04-13,Affiliate,Mobile,4,0,0,0
2025-12-04,Google Search,Mobile,9,1,1,1
2026-06-19,Organic Search,Mobile,10,0,0,0
2026-06-15,Google Search,Desktop,4,0,0,0
2026-06-18,Meta Ads,Tablet,8,1,1,0
2025-10-18,Direct,Desktop,1,1,1,1
2025-07-14,Meta Ads,Desktop,6,1,1,1
2025-11-21,Affiliate,Desktop,2,0,0,0
2025-09-28,Organic Search,Desktop,3,0,0,0
2025-05-04,Google Search,Tablet,2,0,0,0
2026-04-17,Google_Shopping,Desktop,4,0,0,0
2025-09-18,FB/IG Ads,Mobile,15,1,0,0
2026-06-25,Google_Search,Mobile,3,0,0,0
2025-12-13,Direct,Desktop,4,0,0,0
2025-11-20,Direct,Tablet,0,0,0,0
2025-06-15,Google Search,Desktop,5,1,1,1
2025-05-12,email,Mobile,2,0,0,0
2026-06-20,(direct),Mobile,9,0,0,0
2026-03-11,affiliate,Desktop,2,0,0,0
2025-09-24,Email,Tablet,0,0,0,0
2026-05-14,Meta Ads,Mobile,16,0,0,0
2026-01-06,Organic_Search,Tablet,0,0,0,0
2025-02-21,Affiliate,Desktop,0,0,0,0
2026-03-07,Direct,Mobile,5,1,0,0
2026-01-31,Organic Search,Tablet,1,0,0,0
2026-03-02,(direct),Desktop,3,1,0,0
2025-07-19,Email,Desktop,0,0,0,0
2025-12-15,Affiliate,Mobile,0,0,0,0
2026-01-10,Google Search,Tablet,1,0,0,0
2026-03-15,Google Shopping,Tablet,1,0,0,0
2025-01-09,affiliate,Mobile,1,0,0,0
2025-10-08,Google Shopping,Mobile,7,1,1,0
2026-06-29,Direct,Mobile,7,0,0,0
2025-11-09,Organic Search,Desktop,7,0,0,0
2025-11-19,Google_Search,Desktop,1,0,0,0
2025-12-22,email,Desktop,1,0,0,0
2025-03-18,Direct,Tablet,1,0,0,0
2025-10-26,Google Shopping,Tablet,2,1,1,1
2025-10-21,Google Shopping,Desktop,2,0,0,0
2025-03-04,Google Search,Desktop,2,0,0,0
2026-05-15,Direct,Tablet,0,0,0,0
2025-08-29,direct,Tablet,1,0,0,0
2025-08-07,Organic_Search,Mobile,3,0,0,0
2025-07-13,Direct,Mobile,4,0,0,0
2025-06-08,Meta Ads,Mobile,13,0,0,0
2025-01-29,Direct,Tablet,0,0,0,0
2025-07-01,google search,Mobile,4,0,0,0
2025-11-24,Organic Search,Mobile,9,1,0,0
2026-06-01,Google Shopping,Desktop,5,1,1,1
2025-02-26,Meta Ads,Desktop,7,1,1,1
2025-12-03,Affiliate,Tablet,1,0,0,0
2026-06-17,Direct,Mobile,4,0,0,0
2026-05-03,Google Shopping,Tablet,0,0,0,0
2025-08-16,Email,Desktop,3,0,0,0
2026-04-17,Meta Ads,Desktop,10,1,0,0
2025-11-16,Meta Ads,Mobile,17,2,1,0
2025-03-08,Email,Mobile,1,0,0,0
2025-08-03,Google Search,Desktop,5,1,0,0
2025-08-25,Affiliate,Tablet,0,0,0,0
2026-03-21,affiliate,Tablet,0,0,0,0
2025-06-25,Google Shopping,Tablet,2,0,0,0
2025-09-22,AFFILIATE,Mobile,1,0,0,0
2025-10-30,Google Search,Desktop,12,1,0,0
2025-08-27,Meta_Ads,Desktop,10,0,0,0
2026-03-12,Meta Ads,Desktop,12,0,0,0
2025-06-20,Organic Search,Desktop,7,2,0,0
2026-05-03,Affiliate,Desktop,1,0,0,0
2025-08-10,email,Mobile,4,0,0,0
2025-07-09,organic search,Mobile,6,0,0,0
2026-03-03,Direct,Mobile,6,0,0,0
2026-02-14,Email,Desktop,1,0,0,0
2025-10-24,Google Shopping,Tablet,2,0,0,0
2025-01-19,Affiliate,Mobile,1,0,0,0
2025-04-13,Affiliate,Tablet,0,0,0,0
2026-04-11,GOOGLE SHOPPING,Mobile,8,0,0,0
2025-10-13,Google Search,Tablet,0,0,0,0
2025-04-15,google shopping,Mobile,4,0,0,0
2025-12-25,Email,Desktop,1,0,0,0
2026-01-16,Google Shopping,Tablet,0,0,0,0
2025-03-05,Organic Search,Desktop,2,0,0,0
2026-05-30,Meta Ads,Desktop,16,0,0,0
2025-05-16,Meta Ads,Mobile,9,0,0,0
2025-04-30,Meta Ads,Desktop,11,0,0,0
2025-04-07,Affiliate,Tablet,0,0,0,0
2025-07-20,Organic Search,Desktop,9,3,1,0
2025-06-10,Organic_Search,Tablet,2,0,0,0
2025-12-11,Google Search,Mobile,16,2,1,0
2025-10-30,google search,Tablet,1,0,0,0
2026-02-02,Meta Ads,Mobile,20,0,0,0
2026-03-02,Organic Search,Mobile,7,1,0,0
2025-09-26,Affiliate,Tablet,0,0,0,0
2025-08-26,Meta Ads,Tablet,2,0,0,0
2025-02-22,Email,Desktop,2,0,0,0
2025-04-27,email,Mobile,3,1,1,1
2025-07-17,meta ads,Desktop,14,1,1,1
2026-05-10,Direct,Desktop,2,0,0,0
2025-11-22,Google Search,Mobile,11,0,0,0
2026-01-30,Affiliate,Tablet,0,0,0,0
2025-11-16,Email Marketing,Mobile,5,0,0,0
2026-06-03,Affiliate,Mobile,2,1,1,0
2026-02-03,Email,Mobile,0,0,0,0
2025-08-06,Meta Ads,Desktop,8,1,0,0
2025-06-20,Google Search,Desktop,7,0,0,0
2025-06-23,Google Shopping,Mobile,5,1,1,1
2025-06-28,Google Shopping,Mobile,3,0,0,0
2025-08-31,Google Shopping,Mobile,4,0,0,0
2025-01-09,AFFILIATE,Desktop,0,0,0,0
2025-03-21,Meta Ads,Tablet,1,0,0,0
2026-04-27,EMAIL,Tablet,0,0,0,0
2025-03-21,Google Shopping,Mobile,7,0,0,0
2026-03-24,Organic_Search,Mobile,5,0,0,0
2026-03-30,Direct,Desktop,2,0,0,0
2025-10-26,Meta Ads,Mobile,13,1,0,0
2025-03-26,Google Search,Mobile,8,0,0,0
2026-02-10,Google_Shopping,Tablet,1,0,0,0
2026-06-22,DIRECT,Desktop,5,0,0,0
2026-05-07,Affiliate,Desktop,3,0,0,0
2025-10-22,Email,Mobile,5,1,0,0
2025-04-30,Email,Tablet,2,0,0,0
2026-01-01,Facebook/Instagram Ads,Desktop,12,1,0,0
2025-02-27,DIRECT,Desktop,1,0,0,0
2025-03-04,Email,Desktop,0,0,0,0
2025-10-08,Email,Tablet,0,0,0,0
2025-02-06,AFFILIATE,Mobile,0,0,0,0
2026-01-01,Organic Search,Tablet,0,0,0,0
2025-05-08,Direct,Mobile,4,1,0,0
2025-09-20,Google Shopping,Desktop,2,0,0,0
2025-02-14,Affiliate,Mobile,1,0,0,0
2026-04-17,Google Shopping,Tablet,2,0,0,0
2026-04-07,Email,Mobile,2,1,1,1
2025-04-11,Email,Mobile,5,1,1,1
2026-04-13,Google Shopping,Desktop,5,2,2,2
2026-02-12,Organic Search,Desktop,2,0,0,0
2026-05-25,meta ads,Mobile,21,1,1,1
2026-02-18,GOOGLE SEARCH,Desktop,4,0,0,0
2026-04-17,Affiliate,Tablet,0,0,0,0
2026-02-19,Email,Tablet,0,0,0,0
2025-08-31,Meta Ads,Desktop,10,1,1,1
2025-07-30,Google Search,Mobile,6,2,2,1
2025-09-21,Direct,Mobile,3,0,0,0
2026-02-27,Organic Search,Tablet,1,0,0,0
2025-06-07,Organic Search,Mobile,8,0,0,0
2026-01-06,Organic Search,Desktop,2,0,0,0
2026-04-26,Organic Search,Tablet,0,0,0,0
2025-03-13,Google Search,Mobile,9,1,1,0
2025-06-09,Email,Mobile,4,0,0,0
2025-02-12,Google Shopping,Desktop,5,1,1,1
2025-11-05,Google Shopping,Mobile,5,0,0,0
2026-06-19,DIRECT,Desktop,0,0,0,0
2025-01-28,organic search,Tablet,0,0,0,0
2025-03-17,EMAIL,Mobile,3,1,1,1
2026-03-12,Organic Search,Tablet,2,0,0,0
2026-06-27,Google  Search,Mobile,8,0,0,0
2025-02-27,Google Search,Desktop,4,0,0,0
2026-05-21,Direct,Mobile,4,0,0,0
2025-12-06,Google Shopping,Desktop,4,0,0,0
2025-01-15,Google Shopping,Desktop,1,0,0,0
2025-02-01,Direct,Tablet,0,0,0,0
2026-03-10,Organic Search,Tablet,0,0,0,0
2025-11-27,(direct),Desktop,3,0,0,0
2026-01-06,Organic Search,Mobile,8,3,2,0
2025-03-09,Email,Desktop,1,0,0,0
2026-02-03,Meta Ads,Desktop,8,0,0,0
2026-06-15,Facebook/Instagram Ads,Tablet,6,0,0,0
2025-01-21,FB/IG Ads,Tablet,0,0,0,0
2025-09-03,meta ads,Mobile,15,1,0,0
2025-04-29,Google Shopping,Tablet,1,0,0,0
2025-02-11,Meta Ads,Mobile,14,2,1,1
2026-06-12,Direct,Desktop,0,0,0,0
2026-03-28,Affiliate,Mobile,2,0,0,0
2025-07-11,Meta Ads,Tablet,0,0,0,0
2025-10-15,Meta Ads,Mobile,9,0,0,0
2025-01-31,Google Shopping,Desktop,3,0,0,0
2025-03-12,GOOGLE SEARCH,Desktop,4,0,0,0
2025-01-21,Email,Mobile,3,0,0,0
2026-02-06,Organic Search,Tablet,1,0,0,0
2026-03-27,Organic Search,Desktop,5,0,0,0
2026-06-19,Google Shopping,Desktop,2,0,0,0
2025-05-27,Meta Ads,Tablet,3,0,0,0
2026-01-20,Google Shopping,Desktop,2,0,0,0
2025-10-29,SEO,Tablet,0,0,0,0
2025-11-11,Direct,Desktop,2,0,0,0
2025-10-19,Direct,Tablet,0,0,0,0
2025-09-05,Google Search,Tablet,1,0,0,0
2026-04-09,organic search,Tablet,1,0,0,0
2026-05-26,Google Shopping,Desktop,6,0,0,0
2025-06-10,Google Search,Tablet,2,0,0,0
2025-06-25,Direct,Tablet,1,0,0,0
2025-07-10,Affiliate,Tablet,0,0,0,0
2025-04-15,Meta Ads,Mobile,10,2,1,1
2025-11-10,Google Shopping,Mobile,5,0,0,0
2026-01-11,Google Shopping,Tablet,0,0,0,0
2026-04-05,Affiliate,Mobile,5,0,0,0
2026-01-08,direct,Tablet,1,1,0,0
2025-01-19,Email,Tablet,1,0,0,0
2026-02-28,Email,Desktop,0,0,0,0
2025-01-26,Organic Search,Mobile,0,0,0,0
2025-12-19,Organic Search,Tablet,2,0,0,0
2026-01-13,Google Shopping,Mobile,0,0,0,0
2025-04-19,FB/IG Ads,Desktop,7,1,1,0
2026-04-09,Affiliate,Desktop,1,0,0,0
2025-07-26,Meta Ads,Desktop,9,0,0,0
2025-06-09,Affiliate,Tablet,0,0,0,0
2026-05-22,Email,Desktop,3,0,0,0
2025-05-31,Facebook/Instagram Ads,Tablet,5,0,0,0
2025-05-10,Organic Search,Mobile,11,0,0,0
2026-02-09,Google Shopping,Mobile,6,0,0,0
2026-05-23,Google_Search,Mobile,10,1,0,0
2025-03-28,Google Search,Tablet,1,0,0,0
2025-06-12,Google Search,Desktop,3,0,0,0
2025-04-09,Email,Tablet,0,0,0,0
2026-02-20,SEO,Tablet,0,0,0,0
2025-04-12,Organic Search,Desktop,2,0,0,0
2025-08-10,Meta Ads,Mobile,11,1,1,1
2025-08-16,Google Shopping,Mobile,4,1,0,0
2025-05-27,Affiliate,Desktop,0,0,0,0
2025-01-07,Email,Desktop,5,0,0,0
2026-03-28,Google Search,Tablet,1,0,0,0
2026-01-17,Organic Search,Desktop,1,0,0,0
2025-07-13,Email,Desktop,2,0,0,0
2025-04-28,Google Search,Desktop,6,1,1,1
2026-05-02,Email,Tablet,0,0,0,0
2025-01-24,Email,Tablet,0,0,0,0
2025-11-22,Google Shopping,Mobile,4,0,0,0
2025-06-25,Organic Search,Desktop,7,2,2,2
2026-05-28,Meta Ads,Desktop,6,0,0,0
2026-05-31,Affiliate,Mobile,2,0,0,0
2025-01-14,Affiliate,Desktop,0,0,0,0
2025-11-10,Email,Tablet,1,0,0,0
2025-12-15,Direct,Desktop,1,0,0,0
2025-02-26,Email,Tablet,0,0,0,0
2025-12-20,direct,Mobile,3,1,1,0
2026-01-08,Direct,Desktop,1,0,0,0
2025-12-28,Google Search,Mobile,2,0,0,0
2025-08-28,Google Search,Mobile,9,2,0,0
2025-02-28,Email,Tablet,1,0,0,0
2026-02-15,organic search,Tablet,0,0,0,0
2026-04-02,Google Search,Mobile,10,1,0,0
2026-06-16,Organic_Search,Mobile,8,0,0,0
2025-11-24,Google Shopping,Desktop,4,0,0,0
2025-04-11,Google Search,Tablet,1,0,0,0
2025-03-13,Affiliate,Tablet,0,0,0,0
2025-11-22,EMAIL,Tablet,1,0,0,0
2025-06-12,Meta Ads,Tablet,1,0,0,0
2025-04-06,Email Marketing,Mobile,2,0,0,0
2025-11-12,Email,Mobile,3,1,0,0
2026-04-15,Google Shopping,Desktop,0,0,0,0
2025-03-18,Meta Ads,Tablet,1,0,0,0
2025-06-06,DIRECT,Tablet,1,0,0,0
2026-06-06,Direct,Desktop,0,0,0,0
2026-05-31,Google Shopping,Tablet,2,0,0,0
2025-10-09,Email,Desktop,1,0,0,0
2026-06-27,Google Search,Tablet,1,0,0,0
2026-03-10,Direct,Tablet,1,0,0,0
2026-03-28,Email Marketing,Mobile,7,3,2,0
2025-09-27,Organic Search,Tablet,1,0,0,0
2025-10-02,Meta Ads,Mobile,19,1,1,0
2025-04-13,affiliate,Mobile,2,0,0,0
2025-10-05,Google Shopping,Desktop,4,0,0,0
2025-07-10,email,Mobile,3,1,1,0
2025-12-18,Email,Mobile,7,0,0,0
2026-04-24,Google  Search,Mobile,7,0,0,0
2025-05-19,Google  Search,Desktop,3,0,0,0
2025-01-23,Direct,Mobile,3,0,0,0
2026-06-20,Organic Search,Tablet,2,1,1,0
2026-01-15,Direct,Desktop,0,0,0,0
2026-01-24,Meta Ads,Mobile,10,0,0,0
2025-04-20,Google Search,Desktop,3,0,0,0
2026-04-17,Direct,Mobile,3,0,0,0
2025-08-07,Affiliate,Desktop,1,0,0,0
2026-05-12,Google Shopping,Mobile,9,1,1,1
2026-01-04,EMAIL,Tablet,0,0,0,0
2026-01-21,Affiliate,Desktop,0,0,0,0
2025-02-26,Meta Ads,Mobile,4,0,0,0
2025-04-12,Affiliate,Tablet,1,0,0,0
2025-07-20,SEO,Tablet,1,0,0,0
2025-07-21,Affiliate,Desktop,1,0,0,0
2025-12-09,Google Search,Desktop,5,0,0,0
2026-06-28,Email,Desktop,3,1,1,1
2025-11-12,email,Tablet,1,0,0,0
2025-12-12,Direct,Mobile,1,0,0,0
2025-12-21,meta ads,Desktop,12,0,0,0
2026-01-12,Affiliate,Mobile,1,0,0,0
2025-01-22,Organic Search,Desktop,5,0,0,0
2025-05-05,GOOGLE SHOPPING,Tablet,0,0,0,0
2025-12-22,Email,Tablet,0,0,0,0
2025-10-31,Direct,Tablet,0,0,0,0
2025-01-18,Meta Ads,Mobile,12,1,1,0
2025-11-05,Google Search,Tablet,0,0,0,0
2025-09-08,Meta Ads,Tablet,2,0,0,0
2025-06-01,Affiliate,Mobile,2,0,0,0
2025-01-22,Direct,Desktop,0,0,0,0
2025-09-09,Meta Ads,Mobile,21,0,0,0
2026-01-18,Direct,Mobile,2,0,0,0
2025-05-23,Google Shopping,Tablet,1,0,0,0
2025-07-14,DIRECT,Mobile,6,2,1,0
2025-12-19,Organic Search,Mobile,6,0,0,0
2025-09-27,Google_Search,Desktop,5,0,0,0
2026-02-17,Email,Mobile,1,0,0,0
2026-05-23,Facebook/Instagram Ads,Desktop,11,0,0,0
2025-02-26,email,Mobile,0,0,0,0
2025-08-21,Google Search,Desktop,3,0,0,0
2025-04-16,Google Search,Mobile,7,1,1,0
2025-06-30,Meta_Ads,Desktop,11,0,0,0
2026-04-28,Google_Shopping,Desktop,3,0,0,0
2026-03-12,Direct,Desktop,4,0,0,0
2026-05-13,Organic Search,Tablet,2,1,0,0
2025-12-13,Affiliate,Mobile,5,1,1,0
2025-06-10,Organic Search,Desktop,5,0,0,0
2025-02-06,Direct,Desktop,1,1,1,1
2026-02-06,Email Marketing,,0,0,0,0
2025-11-01,Email,Tablet,0,0,0,0
2025-05-08,Affiliate,Mobile,3,0,0,0
2026-02-25,Google Shopping,Mobile,5,0,0,0
2025-01-16,Google Shopping,Mobile,2,0,0,0
2025-05-23,Meta Ads,Tablet,3,0,0,0
2025-05-01,Affiliate,Desktop,3,1,0,0
2026-04-16,Affiliate ,Desktop,2,0,0,0
2025-05-30,GOOGLE SEARCH,Desktop,1,0,0,0
2025-04-01,Affiliate,Desktop,3,0,0,0
2026-02-01,Email,Desktop,3,1,1,0
2026-02-05,Meta Ads,Tablet,2,1,0,0
2025-03-03,Meta Ads,Desktop,4,1,0,0
2025-07-02,Organic Search,Desktop,6,0,0,0
2026-06-27,Email,Tablet,0,0,0,0
2025-01-21,Organic Search,Mobile,6,2,1,0
2025-02-08,Meta Ads,Desktop,4,0,0,0
2025-08-02,Organic_Search,Mobile,7,2,2,0
2025-04-10,Affiliate ,Mobile,2,0,0,0
2025-03-18,Meta Ads,Mobile,10,0,0,0
2025-04-26,organic search,Mobile,10,1,0,0
2026-01-11,Email,Desktop,1,0,0,0
2026-06-16,Organic Search,Desktop,3,0,0,0
2025-03-02,Affiliate,Mobile,0,0,0,0
2025-07-29,Affiliate,Tablet,0,0,0,0
2025-12-02,Google Shopping,Tablet,0,0,0,0
2025-01-08,Google Shopping,Mobile,2,1,0,0
2025-10-17,Affiliate ,Tablet,0,0,0,0
2025-02-23,Affiliate,Mobile,1,0,0,0
2026-03-18,GOOGLE SEARCH,Tablet,0,0,0,0
2025-09-05,(direct),Mobile,5,0,0,0
2025-05-26,Google Shopping,Mobile,5,0,0,0
2025-03-04,Meta Ads,Tablet,2,0,0,0
2025-01-20,Affiliate,Desktop,2,0,0,0
2026-02-20,Google Search,Tablet,1,0,0,0
2025-10-11,Google Search,Desktop,4,0,0,0
2025-02-27,Google Shopping,Tablet,0,0,0,0
2026-03-23,Google Search,Mobile,5,0,0,0
2025-03-07,Google Shopping,Tablet,0,0,0,0
2025-06-19,Email,Tablet,0,0,0,0
2026-05-29,Google Search,Mobile,8,0,0,0
2025-12-18,Meta Ads,Desktop,15,1,0,0
2025-05-05,Organic Search,Tablet,2,1,0,0
2026-01-02,Email Marketing,Mobile,4,0,0,0
2026-01-07,Email,Desktop,1,0,0,0
2025-09-18,Organic Search,Tablet,0,0,0,0
2025-10-27,Meta Ads,Mobile,14,0,0,0
2026-06-03,Organic Search,Mobile,7,0,0,0
2026-02-16,Affiliate,Mobile,2,0,0,0
2025-07-03,Affiliate,Desktop,0,0,0,0
2025-08-02,Google_Shopping,Tablet,1,0,0,0
2025-04-23,email,Tablet,1,0,0,0
2026-04-17,Email,Desktop,3,0,0,0
2025-02-22,Affiliate,Mobile,3,0,0,0
2025-02-13,AFFILIATE,Desktop,0,0,0,0
2025-01-15,Meta Ads,Desktop,7,0,0,0
2025-03-24,Email,Desktop,4,0,0,0
2025-09-14,Google Shopping,Desktop,4,0,0,0
2025-01-26,Affiliate,Tablet,0,0,0,0
2025-08-19,Google Shopping,Mobile,4,0,0,0
2026-03-13,Organic Search,Mobile,8,0,0,0
2025-04-28,Affiliate,Desktop,1,1,1,1
2026-05-03,(direct),Tablet,0,0,0,0
2025-02-08,Email,Desktop,3,0,0,0
2025-03-08,google search,Mobile,6,0,0,0
2025-09-18,Affiliate,Desktop,1,0,0,0
2025-06-21,direct,Tablet,0,0,0,0
2025-10-06,Google Shopping,Desktop,5,3,2,1
2026-01-12,Google Shopping,Desktop,2,0,0,0
2025-04-16,EMAIL,Tablet,0,0,0,0
2025-09-10,Email,Desktop,1,0,0,0
2025-07-13,Meta Ads,Mobile,15,0,0,0
2025-01-03,meta ads,Tablet,1,1,0,0
2025-06-15,Google Search,Mobile,13,3,1,1
2025-08-12,Organic Search,Mobile,5,3,2,1
2025-04-03,Email Marketing,Tablet,2,0,0,0
2025-11-11,Meta Ads,Tablet,2,0,0,0
2026-01-26,Direct,Desktop,0,0,0,0
2025-11-04,Google Search,Desktop,6,2,2,1
2026-02-10,direct,Desktop,3,0,0,0
2026-06-17,Email,Desktop,3,0,0,0
2025-01-10,Meta Ads,Mobile,9,1,1,1
2026-06-12,Organic Search,Mobile,11,0,0,0
2025-11-19,Google_Search,Tablet,0,0,0,0
2025-04-17,Direct,Mobile,2,0,0,0
2025-09-09,DIRECT,Mobile,6,0,0,0
2025-05-17,google shopping,Desktop,2,0,0,0
2025-07-25,AFFILIATE,Tablet,0,0,0,0
2025-09-13,EMAIL,Tablet,0,0,0,0
2026-05-09,Meta Ads,Tablet,2,0,0,0
2026-01-11,GOOGLE SEARCH,Tablet,0,0,0,0
2025-05-30,email,Mobile,5,0,0,0
2025-10-29,FB/IG Ads,Tablet,5,0,0,0
2025-02-25,Google Search,Desktop,8,0,0,0
2025-11-16,Email,Desktop,1,0,0,0
2025-12-29,Organic Search,Desktop,1,0,0,0
2026-05-20,Affiliate,Desktop,1,0,0,0
2025-06-26,affiliate,Mobile,1,0,0,0
2026-06-14,Google Search,Tablet,0,0,0,0
2025-04-26,Affiliate,Desktop,3,0,0,0
2025-06-11,Direct,Mobile,6,1,0,0
2025-02-12,GOOGLE SEARCH,Desktop,7,2,1,0
2025-01-14,Organic Search,Mobile,6,1,0,0
