date,channel,campaign,impressions,clicks,spend
2025-12-17,Meta Ads,Prospecting - Static,737,38,32.76
2025-12-28,Google Search,Non-Brand - Generic,91,3,1.82
2026-02-18,Affiliate,Affiliate - Cashback Sites,19,1,0.2
2026-04-15,Affiliate,Affiliate - Cashback Sites,23,1,0.21
2025-04-18,Google  Search,Non-Brand - Generic,351,17,8.74
2025-11-22,Meta Ads,Prospecting - Static,589,28,21.47
2026-02-12,Meta_Ads,Prospecting - Video,1307,45,37.94
2026-03-15,GOOGLE SHOPPING,Shopping - New Launches,483,23,10.28
2026-04-04,Google Search,Brand - Search,241,8,5.1
2025-02-04,FB/IG Ads,Retargeting - Carousel,607,23,13.88
2025-01-16,Google Shopping,Shopping - New Launches,174,6,2.62
2025-08-02,Google Search,Brand - Search,268,14,7.54
2025-04-07,Google Search,Non-Brand - Generic,282,15,8.63
2026-05-14,Facebook/Instagram Ads,Prospecting - Static,1098,35,30.6
2026-03-31,Google Shopping,Shopping - Bestsellers,460,15,6.35
2025-11-02,google search,Non-Brand - Generic,519,28,13.97
2026-03-28,Google_Shopping,Shopping - New Launches,248,8,3.17
2025-06-15,Google Search,Non-Brand - Competitor,645,29,14.89
2026-01-25,AFFILIATE,Affiliate - Cashback Sites,69,3,£0.61
2025-11-26,Meta Ads,Prospecting - Static,2428,83,70.37
2025-02-19,Meta Ads,Prospecting - Static,222,11,5.68
2026-05-23,AFFILIATE,Affiliate - Beauty Bloggers,222,8,1.76
2025-04-10,Meta Ads,Retargeting - Carousel,381,15,9.72
2025-04-20,Google Shopping,Shopping - Bestsellers,149,5,1.94
2026-02-22,Google Search,Brand - Search,380,19,11.25
2025-07-31,Affiliate,Affiliate - Beauty Bloggers,188,6,1.41
2025-09-24,Google Search,Non-Brand - Generic,109,6,3.25
2025-04-11,affiliate,Affiliate - Cashback Sites,151,8,£1.73
2025-03-27,Affiliate,Affiliate - Beauty Bloggers,144,7,1.44
2025-10-01,Google Search,Non-Brand - Competitor,632,22,11.54
2025-11-15,FB/IG Ads,Retargeting - Carousel,613,34,29.35
2026-06-20,Google Search,Brand - Search,180,9,5.31
2025-06-09,Google Search,Non-Brand - Generic,644,24,12.45
2025-01-01,Affiliate,Affiliate - Cashback Sites,78,3,0.67
2025-01-02,Meta Ads,Prospecting - Static,367,14,7.17
2025-10-24,Google Search,Non-Brand - Competitor,504,16,8.65
2025-04-06,Affiliate ,Affiliate - Beauty Bloggers,90,4,£0.89
2025-03-19,Google Search,Non-Brand - Generic,256,9,5.68
2026-06-06,Affiliate,Affiliate - Beauty Bloggers,43,2,0.42
2025-07-10,Facebook/Instagram Ads,Prospecting - Static,388,20,14.18
2025-06-13,Meta Ads,Prospecting - Video,599,27,18.05
2025-08-23,GOOGLE SEARCH,Non-Brand - Generic,400,15,8.91
2025-01-16,Google Search,Brand - Search,211,7,4.05
2026-03-16,Meta Ads,Retargeting - Carousel,807,37,34.53
2025-04-14,Google Search,Non-Brand - Generic,582,21,11.79
2025-02-12,Google_Shopping,Shopping - New Launches,169,8,3.19
2026-01-15,Google Search,Non-Brand - Competitor,357,12,6.8
2026-03-22,AFFILIATE,Affiliate - Cashback Sites,41,2,0.39
2025-12-14,Google Search,Non-Brand - Competitor,326,14,7.68
2025-01-25,Meta Ads,Retargeting - Carousel,363,14,8.1
2025-05-18,Meta Ads,Prospecting - Static,456,19,13.58
2026-03-22,Google Search,Non-Brand - Generic,438,17,9.18
2025-05-25,Google Shopping,Shopping - New Launches,356,16,£6.34
2026-05-02,Google Shopping,Shopping - Bestsellers,356,16,7.05
2025-03-17,Meta Ads,Prospecting - Video,426,19,£11.36
2025-09-02,Google Search,Non-Brand - Competitor,433,14,7.28
2025-10-07,Google Search,Non-Brand - Competitor,589,19,10.36
2025-01-10,Google Shopping,Shopping - Bestsellers,152,8,3.13
2026-06-28,FB/IG Ads,Prospecting - Static,714,33,32.45
2026-02-18,Meta_Ads,Prospecting - Video,634,30,24.81
2025-03-22,Affiliate,Affiliate - Beauty Bloggers,112,4,0.9
2025-08-27,Google Shopping,Shopping - New Launches,294,10,4.07
2025-05-09,Facebook/Instagram Ads,Prospecting - Video,449,24,14.87
2026-01-17,Google Shopping,Shopping - New Launches,203,8,3.21
2025-11-30,Google Search,Brand - Search,1048,33,18.16
2026-02-10,Google Search,Non-Brand - Generic,306,13,6.97
2025-06-13,Google Search,Non-Brand - Generic,353,14,8.03
2025-07-28,Google Shopping,Shopping - Bestsellers,143,6,2.69
2025-03-16,Google Shopping,Shopping - Bestsellers,293,11,£4.93
2026-06-10,google shopping,Shopping - Bestsellers,279,11,4.57
2026-01-25,Google Shopping,Shopping - Bestsellers,136,5,1.96
2026-02-21,Google Search,Brand - Search,171,6,3.58
2026-04-08,Google Search,Brand - Search,78,3,1.57
2025-06-24,Affiliate,Affiliate - Cashback Sites,124,4,0.82
2026-06-14,Affiliate,Affiliate - Cashback Sites,141,6,1.24
2026-04-23,Meta Ads,Prospecting - Static,617,26,22.53
2025-05-09,Affiliate,Affiliate - Beauty Bloggers,239,8,1.86
2025-01-12,Google_Shopping,Shopping - Bestsellers,86,3,1.32
2025-07-28,meta ads,Retargeting - Carousel,810,26,£17.58
2026-01-06,Affiliate,Affiliate - Cashback Sites,120,5,1.08
2025-09-09,google shopping,Shopping - New Launches,201,7,2.96
2025-12-11,affiliate,Affiliate - Cashback Sites,124,5,£1.15
2025-05-24,Affiliate,Affiliate - Cashback Sites,240,10,2.35
2026-06-02,AFFILIATE,Affiliate - Cashback Sites,238,8,£1.72
2026-05-25,meta ads,Prospecting - Static,835,45,40.05
2026-05-30,Affiliate,Affiliate - Beauty Bloggers,120,4,0.87
2025-01-15,Google Shopping,Shopping - New Launches,253,12,5.06
2025-10-04,Meta Ads,Prospecting - Video,844,33,24.76
2025-11-11,Affiliate,Affiliate - Cashback Sites,0,0,0.0
2025-07-23,Meta Ads,Prospecting - Video,449,19,£13.28
2025-02-09,Affiliate,Affiliate - Beauty Bloggers,287,9,1.88
2026-03-30,Affiliate,Affiliate - Cashback Sites,69,3,0.64
2026-04-09,Google Shopping,Shopping - New Launches,280,10,3.93
2026-05-27,Meta Ads,Retargeting - Carousel,1159,48,47.39
2026-06-27,Google Shopping,Shopping - Bestsellers,338,18,7.6
2026-04-27,Google Search,Brand - Search,333,12,6.48
2026-05-21,Meta Ads,Prospecting - Static,998,44,39.17
2026-02-16,Google Search,Non-Brand - Competitor,272,9,£5.33
2026-02-19,Google Search,Non-Brand - Competitor,505,17,£9.03
2026-04-01,google shopping,Shopping - New Launches,370,12,4.99
2025-07-03,Google Shopping,Shopping - Bestsellers,109,4,£1.82
2026-02-18,Google Shopping,Shopping - New Launches,252,8,3.11
2025-11-08,GOOGLE SEARCH,Brand - Search,680,22,10.45
2025-05-25,Google Search,Non-Brand - Competitor,243,12,5.98
2025-05-21,Google Shopping,Shopping - Bestsellers,280,9,3.92
2025-04-30,Google Shopping,Shopping - New Launches,243,8,3.45
2026-01-15,Affiliate ,Affiliate - Beauty Bloggers,119,6,1.24
2025-07-14,Affiliate,Affiliate - Cashback Sites,29,1,0.21
2025-07-19,Meta Ads,Prospecting - Video,281,13,9.42
2025-07-18,Affiliate,Affiliate - Beauty Bloggers,135,7,1.49
2026-05-07,Meta Ads,Prospecting - Video,596,31,30.87
2025-07-13,Google Shopping,Shopping - New Launches,336,11,4.36
2025-05-17,GOOGLE SHOPPING,Shopping - Bestsellers,200,10,3.95
2025-06-20,Affiliate,Affiliate - Beauty Bloggers,241,11,2.54
2026-06-28,Google Search,Non-Brand - Competitor,533,18,9.48
2026-03-28,affiliate,Affiliate - Cashback Sites,61,2,0.46
2025-08-20,Google_Search,Brand - Search,298,16,8.74
2026-03-31,Google Search,Brand - Search,360,17,9.81
2025-01-24,Affiliate,Affiliate - Beauty Bloggers,127,4,0.98
2025-10-15,Meta Ads,Retargeting - Carousel,247,12,9.11
2025-07-16,Google Shopping,Shopping - New Launches,242,13,5.47
2025-10-18,affiliate,Affiliate - Beauty Bloggers,155,5,£1.15
2025-12-03,Google Search,Non-Brand - Generic,472,16,9.47
2025-05-25,Affiliate,Affiliate - Beauty Bloggers,37,2,0.45
2026-01-22,Meta Ads,Retargeting - Carousel,300,12,9.69
2025-01-30,GOOGLE SEARCH,Non-Brand - Competitor,180,8,£4.10
2025-03-06,Affiliate ,Affiliate - Cashback Sites,131,6,1.22
2026-06-17,GOOGLE SEARCH,Non-Brand - Generic,585,24,£13.22
2026-06-15,Meta Ads,Prospecting - Static,956,48,44.61
2026-04-12,FB/IG Ads,Retargeting - Carousel,1010,32,25.67
2025-01-03,Google_Search,Brand - Search,207,10,5.54
2025-02-24,meta ads,Retargeting - Carousel,392,21,11.78
2025-04-02,Meta Ads,Prospecting - Static,146,5,2.98
2025-02-18,Affiliate ,Affiliate - Cashback Sites,44,2,0.44
2026-03-19,Meta Ads,Prospecting - Static,847,28,24.59
2026-01-03,Affiliate ,Affiliate - Cashback Sites,77,3,0.64
2025-07-18,Google Shopping,Shopping - Bestsellers,164,7,3.01
2026-03-25,Google  Search,Brand - Search,181,8,4.45
2026-01-07,Affiliate,Affiliate - Beauty Bloggers,119,5,1.18
2025-10-27,Meta Ads,Prospecting - Video,1018,32,£24.55
2026-05-01,Google Search,Non-Brand - Competitor,444,22,11.36
2026-03-01,FB/IG Ads,Prospecting - Static,548,19,£15.81
2026-05-01,Meta Ads,Retargeting - Carousel,1143,51,46.12
2025-10-13,AFFILIATE,Affiliate - Cashback Sites,142,5,£1.17
2026-02-19,Google Shopping,Shopping - New Launches,207,8,3.24
2025-04-22,Affiliate,Affiliate - Beauty Bloggers,53,2,0.41
2025-08-21,Affiliate ,Affiliate - Cashback Sites,0,0,0.0
2026-01-11,Affiliate,Affiliate - Cashback Sites,95,3,0.66
2025-10-20,meta ads,Prospecting - Video,583,30,22.96
2025-04-08,Meta Ads,Prospecting - Video,590,25,15.33
2025-03-13,Google Search,Non-Brand - Competitor,262,11,6.46
2026-03-20,google shopping,Shopping - Bestsellers,345,18,£8.16
2025-09-27,Google Search,Brand - Search,273,15,8.57
2026-02-27,Google Search,Brand - Search,246,8,4.63
2025-10-20,Affiliate ,Affiliate - Cashback Sites,126,5,1.13
2025-02-19,Google Search,Brand - Search,126,6,2.97
2025-08-31,Meta Ads,Prospecting - Video,522,21,14.39
2025-12-19,Meta Ads,Retargeting - Carousel,790,38,28.47
2026-03-30,Google Search,Non-Brand - Competitor,280,12,6.9
2025-11-09,Affiliate,Affiliate - Beauty Bloggers,252,12,2.89
2025-12-08,Affiliate ,Affiliate - Cashback Sites,91,3,£0.67
2026-02-10,Google Shopping,Shopping - Bestsellers,172,6,2.42
2025-08-18,Google Shopping,Shopping - Bestsellers,210,11,4.57
2026-03-19,GOOGLE SHOPPING,Shopping - New Launches,154,7,3.12
2026-05-22,Meta Ads,Prospecting - Video,958,44,£39.76
2025-10-16,Meta Ads,Prospecting - Video,445,21,15.8
2025-01-27,Meta Ads,Retargeting - Carousel,152,7,4.1
2025-12-27,Meta Ads,Prospecting - Video,459,23,£17.86
2025-01-19,Affiliate,Affiliate - Beauty Bloggers,0,0,0.0
2025-10-31,Meta Ads,Retargeting - Carousel,776,26,£18.60
2025-01-03,Affiliate,Affiliate - Beauty Bloggers,92,4,0.89
2025-10-05,Google Shopping,Shopping - New Launches,225,9,3.6
2025-08-06,Meta Ads,Prospecting - Static,379,21,14.56
2025-04-01,Google Search,Non-Brand - Competitor,239,10,5.15
2025-04-28,Google Search,Non-Brand - Competitor,708,23,£12.49
2025-08-25,Affiliate,Affiliate - Cashback Sites,42,2,0.43
2025-08-11,Affiliate,Affiliate - Cashback Sites,117,4,0.81
2025-02-15,Affiliate,Affiliate - Beauty Bloggers,62,2,0.42
2026-01-02,Google Search,Non-Brand - Competitor,259,12,6.55
2025-12-19,AFFILIATE,Affiliate - Cashback Sites,81,3,0.66
2025-01-15,Meta Ads,Prospecting - Static,478,21,£12.09
2026-01-23,Google Search,Non-Brand - Generic,99,5,2.71
2025-01-26,GOOGLE SHOPPING,Shopping - New Launches,137,5,£2.35
2026-03-07,Affiliate ,Affiliate - Cashback Sites,118,5,1.1
2025-04-05,Google_Search,Non-Brand - Competitor,333,14,8.05
2026-04-14,Google Shopping,Shopping - Bestsellers,325,15,5.65
2025-02-08,Google Shopping,Shopping - Bestsellers,83,4,1.54
2025-03-31,Facebook/Instagram Ads,Prospecting - Static,479,15,9.55
2025-07-15,Meta Ads,Prospecting - Static,860,29,19.71
2025-05-21,Meta_Ads,Prospecting - Video,553,24,15.2
2025-05-26,Affiliate,Affiliate - Beauty Bloggers,158,5,1.1
2026-06-18,Google Search,Non-Brand - Generic,526,20,11.46
2026-06-20,Google Shopping,Shopping - New Launches,195,8,3.3
2026-03-09,Affiliate,Affiliate - Beauty Bloggers,106,5,1.08
2026-04-03,Google_Shopping,Shopping - Bestsellers,247,12,£5.05
2026-04-12,Google_Shopping,Shopping - New Launches,222,7,3.11
2025-09-13,google shopping,Shopping - Bestsellers,453,18,6.97
2025-06-14,Google Search,Non-Brand - Generic,373,12,6.64
2025-08-05,Affiliate,Affiliate - Beauty Bloggers,216,7,£1.69
2026-03-04,Google Search,Brand - Search,247,8,4.48
2026-05-09,Affiliate,Affiliate - Cashback Sites,88,3,0.66
2026-01-06,Meta_Ads,Retargeting - Carousel,326,14,11.09
2026-04-14,GOOGLE SEARCH,Non-Brand - Generic,486,17,£8.81
2025-01-22,google shopping,Shopping - Bestsellers,125,4,1.74
2025-05-29,Google Search,Brand - Search,334,13,7.18
2025-06-22,FB/IG Ads,Prospecting - Video,405,13,£8.24
2025-07-27,Google  Search,Brand - Search,524,21,10.8
2025-03-11,Google Shopping,Shopping - New Launches,168,6,£2.66
2025-10-25,Google Shopping,Shopping - Bestsellers,382,18,7.32
2025-02-27,Google Search,Non-Brand - Competitor,527,24,12.41
2025-06-18,Google  Search,Non-Brand - Competitor,220,11,6.49
2025-12-12,Google Shopping,Shopping - New Launches,240,13,5.1
2025-01-21,Google Search,Non-Brand - Generic,165,6,3.43
2026-01-19,Google Search,Non-Brand - Competitor,299,10,5.23
2025-09-10,Google Shopping,Shopping - New Launches,321,12,£5.08
2025-06-14,Google Shopping,Shopping - New Launches,264,9,4.19
2025-12-21,AFFILIATE,Affiliate - Beauty Bloggers,153,5,£1.15
2025-12-01,Google Search,Non-Brand - Generic,497,22,12.32
2025-06-22,affiliate,Affiliate - Cashback Sites,174,6,1.34
2026-03-30,Google Shopping,Shopping - Bestsellers,226,9,3.63
2025-06-11,Meta Ads,Prospecting - Static,530,26,17.82
2025-05-01,Google Shopping,Shopping - New Launches,131,5,1.88
2025-05-22,Affiliate,Affiliate - Cashback Sites,332,11,2.45
2026-02-07,Google Search,Non-Brand - Generic,363,15,£8.39
2025-06-10,Google_Shopping,Shopping - Bestsellers,191,7,2.79
2026-06-11,Meta Ads,Prospecting - Video,1116,44,44.56
2025-01-15,Affiliate,Affiliate - Cashback Sites,111,4,0.87
2025-07-05,Affiliate ,Affiliate - Cashback Sites,149,7,£1.54
2025-03-04,Google Shopping,Shopping - New Launches,246,11,4.86
2025-11-20,FB/IG Ads,Prospecting - Video,705,24,18.49
2025-08-17,Google Search,Brand - Search,200,11,5.73
2026-01-12,Meta Ads,Prospecting - Static,580,22,18.5
2025-12-06,Meta Ads,Prospecting - Video,915,48,41.79
2025-01-08,Google  Search,Non-Brand - Generic,279,14,7.1
2026-06-25,Affiliate,Affiliate - Beauty Bloggers,151,5,£1.06
2025-07-25,Google Shopping,Shopping - New Launches,158,7,3.02
2025-05-19,Meta Ads,Retargeting - Carousel,751,34,23.87
2026-03-30,Meta Ads,Prospecting - Video,748,27,24.74
2026-02-23,Meta Ads,Prospecting - Static,818,27,24.89
2026-02-26,Google Search,Brand - Search,291,12,6.54
2026-02-17,meta ads,Prospecting - Video,623,27,£23.22
2025-04-12,Google_Shopping,Shopping - Bestsellers,92,3,1.28
2025-09-09,Google Search,Brand - Search,282,14,7.75
2026-06-27,Google Shopping,Shopping - Bestsellers,338,18,7.6
2025-06-19,Google Shopping,Shopping - Bestsellers,227,10,4.18
2025-06-08,Meta Ads,Retargeting - Carousel,421,20,12.82
2026-03-13,Google Search,Non-Brand - Competitor,133,6,£3.37
2026-03-03,Affiliate,Affiliate - Beauty Bloggers,18,1,0.21
2026-03-14,Google Shopping,Shopping - New Launches,130,6,£2.41
2025-12-25,Affiliate,Affiliate - Cashback Sites,21,1,£0.23
2025-04-16,Affiliate,Affiliate - Beauty Bloggers,154,6,1.45
2025-04-28,Affiliate,Affiliate - Cashback Sites,92,3,0.6
2026-03-26,Facebook/Instagram Ads,Prospecting - Video,990,31,26.04
2026-02-04,Google Shopping,Shopping - Bestsellers,200,10,£3.95
2025-12-22,Affiliate ,Affiliate - Beauty Bloggers,161,8,1.63
2025-12-04,Affiliate ,Affiliate - Cashback Sites,228,9,2.03
2025-06-29,Meta Ads,Retargeting - Carousel,276,14,8.55
2025-05-27,Google Search,Brand - Search,348,11,5.99
2025-01-24,Google Shopping,Shopping - Bestsellers,84,3,1.21
2025-07-21,Google Shopping,Shopping - New Launches,77,3,1.37
2025-05-04,Meta Ads,Prospecting - Static,401,20,12.5
2026-06-29,meta ads,Prospecting - Video,850,41,36.9
2025-11-03,Google_Search,Non-Brand - Competitor,650,24,12.55
2025-06-23,Google_Shopping,Shopping - New Launches,217,9,3.66
2025-09-24,Meta_Ads,Retargeting - Carousel,507,24,19.53
2026-03-17,Meta Ads,Retargeting - Carousel,738,25,22.83
2026-04-12,Affiliate,Affiliate - Beauty Bloggers,189,7,1.53
2025-09-28,Google_Search,Non-Brand - Competitor,264,9,4.65
2025-07-30,GOOGLE SHOPPING,Shopping - Bestsellers,104,5,2.21
2025-06-30,Meta Ads,Retargeting - Carousel,575,20,13.03
2025-03-03,Google Search,Non-Brand - Competitor,574,25,£13.26
2026-04-24,Google Search,Non-Brand - Competitor,273,10,4.98
2025-05-26,Google Search,Brand - Search,333,14,7.34
2025-07-19,Affiliate,Affiliate - Cashback Sites,23,1,0.21
2025-06-29,Affiliate,Affiliate - Cashback Sites,0,0,£0.00
2025-11-29,Affiliate,Affiliate - Cashback Sites,266,9,1.88
2025-12-02,Google Shopping,Shopping - Bestsellers,280,12,£5.03
2026-06-26,Meta Ads,Prospecting - Static,792,44,£40.09
2026-03-20,Meta Ads,Retargeting - Carousel,1007,40,33.11
2026-04-09,Meta Ads,Retargeting - Carousel,1023,39,£36.83
2025-11-12,Google Search,Brand - Search,405,18,10.31
2025-03-20,Google Search,Non-Brand - Generic,203,11,5.8
2025-01-04,Google Shopping,Shopping - New Launches,403,14,5.58
2026-01-23,Meta Ads,Prospecting - Static,414,13,10.94
2025-12-08,Google Shopping,Shopping - New Launches,406,13,5.45
2025-11-26,Affiliate,Affiliate - Beauty Bloggers,282,10,2.26
2025-11-08,Meta Ads,Prospecting - Static,608,26,18.63
2025-12-06,Google_Shopping,Shopping - Bestsellers,415,22,8.68
2025-05-28,meta ads,Retargeting - Carousel,313,13,8.71
2025-02-02,AFFILIATE,Affiliate - Cashback Sites,100,5,1.03
2026-01-09,Google Shopping,Shopping - New Launches,311,10,3.98
2025-06-22,Google Search,Non-Brand - Generic,350,18,10.29
2025-06-06,Google Shopping,Shopping - New Launches,335,11,4.3
2026-01-26,Affiliate,Affiliate - Cashback Sites,84,3,0.69
2025-06-11,Google_Search,Brand - Search,535,18,9.77
2025-05-12,Meta Ads,Prospecting - Video,753,25,16.15
2025-02-01,Affiliate ,Affiliate - Cashback Sites,114,4,0.9
2026-06-05,FB/IG Ads,Prospecting - Video,960,33,£30.84
2026-04-13,Affiliate,Affiliate - Beauty Bloggers,291,10,2.08
2025-03-04,meta ads,Prospecting - Static,784,25,16.48
2025-05-29,AFFILIATE,Affiliate - Beauty Bloggers,206,7,£1.58
2025-03-13,Affiliate,Affiliate - Beauty Bloggers,81,3,0.68
2025-02-10,FB/IG Ads,Prospecting - Video,537,21,12.93
2026-06-29,affiliate,Affiliate - Cashback Sites,253,8,1.8
2026-04-06,Google Search,Brand - Search,524,18,9.36
2025-01-25,Google Shopping,Shopping - New Launches,107,5,2.1
2025-03-30,Google Search,Non-Brand - Competitor,281,9,£5.30
2026-02-10,Affiliate,Affiliate - Cashback Sites,46,2,0.41
2025-06-18,google shopping,Shopping - Bestsellers,87,4,1.61
2025-06-13,affiliate,Affiliate - Beauty Bloggers,187,9,1.9
2025-11-19,AFFILIATE,Affiliate - Beauty Bloggers,58,3,0.65
2025-03-24,Meta Ads,Prospecting - Static,464,15,8.79
2025-08-09,google search,Non-Brand - Generic,128,6,3.45
2025-02-26,Google Search,Non-Brand - Competitor,240,13,7.45
2026-02-26,Google Shopping,Shopping - Bestsellers,244,8,3.17
2026-03-24,Affiliate,Affiliate - Cashback Sites,279,10,2.11
2025-11-06,AFFILIATE,Affiliate - Cashback Sites,22,1,0.25
2025-06-26,Google Shopping,Shopping - New Launches,183,10,4.29
2025-01-28,Affiliate,Affiliate - Cashback Sites,0,0,0.0
2025-03-29,Google Shopping,Shopping - Bestsellers,127,7,2.71
2026-03-23,Meta Ads,Prospecting - Static,931,30,27.54
2025-04-24,Meta Ads,Retargeting - Carousel,576,25,14.45
2026-03-17,Google_Shopping,Shopping - Bestsellers,174,8,3.75
2025-03-18,Google Shopping,Shopping - New Launches,162,8,3.63
2026-05-18,Google Search,Non-Brand - Competitor,853,32,16.91
2025-04-12,Meta Ads,Prospecting - Video,860,30,18.47
2025-09-19,Google Search,Brand - Search,331,16,9.43
2025-01-18,Google_Shopping,Shopping - Bestsellers,25,1,0.44
2026-01-10,Google Search,Non-Brand - Generic,317,12,£7.07
2026-02-14,Google Search,Brand - Search,372,20,10.63
2025-03-24,Affiliate,Affiliate - Cashback Sites,69,3,0.7
2025-09-06,GOOGLE SEARCH,Brand - Search,182,6,3.34
2025-09-29,Google Search,Non-Brand - Generic,459,18,£9.56
2026-06-29,Google Shopping,Shopping - New Launches,416,14,5.52
2025-05-12,Google Search,Non-Brand - Competitor,483,19,9.72
2026-04-30,Google Search,Non-Brand - Competitor,338,17,9.09
2025-08-20,Meta Ads,Retargeting - Carousel,768,31,£21.42
2025-08-18,Google Search,Non-Brand - Generic,149,5,3.12
2026-02-09,Google Search,Non-Brand - Generic,387,20,11.15
2025-11-20,Google Search,Non-Brand - Generic,764,25,13.62
2025-03-20,GOOGLE SHOPPING,Shopping - Bestsellers,451,17,6.69
2026-02-06,Google Shopping,Shopping - New Launches,319,12,4.87
2026-04-25,Affiliate,Affiliate - Beauty Bloggers,60,3,0.63
2026-01-03,GOOGLE SEARCH,Non-Brand - Generic,269,11,6.61
2025-09-09,Meta Ads,Retargeting - Carousel,621,26,18.01
2025-10-17,Google Search,Non-Brand - Competitor,400,13,7.13
2026-05-31,Google Shopping,Shopping - New Launches,255,11,4.39
2025-03-16,Meta Ads,Prospecting - Video,535,17,10.13
2026-03-04,Meta Ads,Retargeting - Carousel,738,34,30.12
2025-12-30,Affiliate,Affiliate - Cashback Sites,143,5,1.02
2025-06-24,Google Search,Non-Brand - Generic,432,14,8.03
2025-12-27,Affiliate,Affiliate - Cashback Sites,79,3,0.61
2025-11-11,Meta Ads,Prospecting - Static,896,34,27.76
2026-02-20,Google Shopping,Shopping - Bestsellers,312,11,4.73
2026-06-07,Facebook/Instagram Ads,Prospecting - Static,772,27,25.13
2025-09-27,Affiliate,Affiliate - Cashback Sites,45,2,£0.47
2025-12-25,Google Search,Brand - Search,177,7,3.85
2025-08-15,Google Search,Brand - Search,736,24,£12.72
2025-06-10,Affiliate,Affiliate - Cashback Sites,126,5,£1.07
2025-06-27,Google Shopping,Shopping - Bestsellers,281,11,4.05
2025-06-16,Google Shopping,Shopping - New Launches,136,5,£1.97
2025-04-13,AFFILIATE,Affiliate - Cashback Sites,20,1,0.22
2025-12-13,Affiliate,Affiliate - Beauty Bloggers,328,11,2.46
2026-04-12,Google Search,Brand - Search,442,18,9.81
2025-06-08,Google  Search,Non-Brand - Generic,229,8,4.42
2025-12-31,google search,Non-Brand - Generic,118,6,3.15
2025-06-17,Meta Ads,Prospecting - Static,466,15,10.39
2026-04-07,Affiliate,Affiliate - Beauty Bloggers,43,2,£0.42
2026-05-13,Google  Search,Brand - Search,573,26,13.74
2026-03-15,affiliate,Affiliate - Beauty Bloggers,26,1,0.2
2026-05-03,Meta Ads,Retargeting - Carousel,1153,47,£42.16
2026-03-12,Google Search,Non-Brand - Generic,393,18,9.32
2026-01-20,Google Shopping,Shopping - New Launches,260,12,4.93
2025-07-14,Google Search,Non-Brand - Competitor,367,20,11.78
2025-05-06,Google Search,Non-Brand - Competitor,558,18,9.61
2025-04-02,Google Shopping,Shopping - Bestsellers,212,11,4.77
2026-03-14,Facebook/Instagram Ads,Prospecting - Video,656,32,£27.33
2025-09-18,Google Shopping,Shopping - New Launches,119,4,1.64
2025-08-03,Meta Ads,Retargeting - Carousel,313,14,10.23
2025-07-05,Meta Ads,Retargeting - Carousel,456,17,11.54
2026-02-02,Google Search,Non-Brand - Generic,167,9,5.21
2025-03-29,Affiliate,Affiliate - Beauty Bloggers,91,3,0.66
2026-05-06,Affiliate,Affiliate - Cashback Sites,96,5,1.08
2025-07-22,Meta Ads,Prospecting - Video,732,33,22.2
2025-08-18,Meta Ads,Prospecting - Static,639,32,23.22
2026-06-10,Meta Ads,Retargeting - Carousel,1042,35,£33.93
2025-07-02,Meta Ads,Retargeting - Carousel,244,11,7.41
2025-07-25,Google Search,Brand - Search,237,9,4.44
2025-08-06,Google Search,Non-Brand - Competitor,172,8,£4.31
2025-05-16,Meta Ads,Prospecting - Static,652,25,16.06
2025-12-05,affiliate,Affiliate - Cashback Sites,47,2,0.42
2025-05-12,Google Shopping,Shopping - New Launches,276,13,5.33
2025-12-12,Affiliate,Affiliate - Beauty Bloggers,229,8,1.82
2025-12-27,GOOGLE SEARCH,Brand - Search,206,9,£5.09
2025-06-12,Meta Ads,Prospecting - Video,548,22,15.51
2026-05-07,Affiliate,Affiliate - Beauty Bloggers,273,9,2.11
2025-12-20,Affiliate,Affiliate - Cashback Sites,159,7,1.5
2025-08-29,Google Shopping,Shopping - New Launches,172,6,2.65
2026-06-14,Google Shopping,Shopping - New Launches,143,6,2.5
2026-05-26,meta ads,Prospecting - Video,1378,47,43.41
2025-10-22,Google Search,Non-Brand - Competitor,270,14,7.47
2025-11-16,GOOGLE SEARCH,Non-Brand - Competitor,516,21,11.82
2025-03-27,Google_Shopping,Shopping - Bestsellers,213,7,3.02
2025-05-11,Google Search,Brand - Search,270,10,5.89
2025-06-26,Meta Ads,Retargeting - Carousel,716,23,15.6
2026-03-10,Google_Search,Non-Brand - Generic,161,8,4.43
2025-03-21,Google Shopping,Shopping - New Launches,631,21,8.97
2026-05-19,meta ads,Prospecting - Video,780,28,24.57
2025-11-13,Affiliate,Affiliate - Cashback Sites,29,1,0.23
2025-04-11,Google Search,Brand - Search,264,10,5.43
2025-02-12,Google Search,Non-Brand - Generic,475,19,£10.30
2025-05-29,Meta Ads,Prospecting - Video,781,36,22.59
2025-05-07,Google Shopping,Shopping - Bestsellers,264,9,3.83
2025-10-28,Meta Ads,Retargeting - Carousel,429,22,17.82
2025-09-03,affiliate,Affiliate - Cashback Sites,0,0,£0.00
2026-04-13,Google Shopping,Shopping - New Launches,448,15,5.49
2025-08-24,Google Shopping,Shopping - New Launches,244,12,4.85
2026-02-06,Google Search,Non-Brand - Generic,376,12,£6.79
2025-07-13,Affiliate,Affiliate - Cashback Sites,0,0,0.0
2025-10-14,Meta Ads,Prospecting - Static,729,27,21.08
2025-03-21,AFFILIATE,Affiliate - Cashback Sites,216,7,£1.63
2026-05-19,Google Search,Brand - Search,554,23,12.72
